0,-0.013564,-0.101095,-0.333522,-0.634209,-0.017599,-0.032149,-0.025300,-0.013416,-0.048204,-0.011876,-0.064950
1,-0.014458,-0.070699,14.832184,-0.570386,-0.017599,-0.036905,-0.030356,-0.014833,-0.050844,-0.011213,-0.100973
2,0.090303,9.761791,0.262049,0.788968,0.077678,0.531095,0.509481,0.043007,0.334185,0.016209,0.089040
3,-0.011597,-0.101362,0.136525,0.324207,-0.017599,-0.025086,-0.023825,-0.005451,-0.030150,-0.002556,0.009235
4,-0.010800,-0.100489,1.146390,-0.548412,-0.017599,-0.021736,-0.016730,0.005413,-0.016169,0.008784,-0.011095
5,-0.013506,-0.101075,-0.063129,1.125469,0.120614,-0.025863,-0.021826,-0.006077,-0.042991,-0.003422,-0.003931
6,-0.014317,-0.100540,0.078789,-0.632453,-0.017599,-0.033681,-0.028063,-0.012093,-0.047638,-0.008880,-0.041809
7,0.499960,-0.100760,0.483313,1.035778,-0.017599,1.494965,0.962480,0.432819,2.582003,0.293682,0.502738
8,-0.012829,-0.101362,-0.259147,0.712222,-0.017599,-0.017703,-0.012787,0.011399,-0.047395,-0.000900,29.594514
9,12.109527,2.317625,0.154478,0.020706,-0.017599,15.555534,14.177520,7.276656,25.780732,6.213305,0.441275
10,-0.013083,-0.101362,-0.203319,2.080002,-0.017599,-0.015526,-0.009423,-0.002516,-0.036389,-0.002031,0.005210
