0,-0.013083,-0.101268,-0.334234,-0.634517,-0.017599,-0.030928,-0.024222,-0.013560,-0.044215,-0.012010,-0.064119
1,0.022991,-0.082943,10.630735,-0.561107,-0.017599,-0.026136,-0.003009,0.004520,0.018321,0.004267,-0.090208
2,0.083096,9.717595,0.259002,0.781120,0.077293,0.511159,0.463589,0.041702,0.311863,0.015822,0.086853
3,-0.010800,-0.101362,0.113842,0.293075,-0.017599,-0.024423,-0.024045,-0.005212,-0.011349,-0.002637,-0.000129
4,-0.007763,-0.101362,0.839484,-0.579551,-0.017599,-0.022838,-0.019096,0.002061,-0.002828,0.004079,-0.020827
5,-0.013609,-0.101362,-0.058259,1.102811,0.118421,-0.027514,-0.023428,-0.007825,-0.041401,-0.004688,-0.006760
6,-0.014171,-0.101069,0.021711,-0.632051,-0.017599,-0.033541,-0.028139,-0.009174,-0.042455,-0.006389,-0.048311
7,0.222616,-0.100893,0.525257,1.566883,-0.017599,0.981852,0.609349,0.210766,1.154879,0.129303,0.295118
8,-0.012491,-0.101362,-0.207789,0.574873,-0.017599,-0.003992,0.020754,0.010787,-0.042938,0.001114,22.449131
9,8.730345,1.769573,0.277991,0.179952,-0.017599,12.057576,11.042542,5.559175,19.315596,4.678568,0.407256
10,-0.013623,-0.101362,-0.211750,2.078123,-0.017599,-0.022352,-0.015015,-0.004779,-0.039327,-0.003303,-0.002640
