0,-0.013718,-0.101047,-0.315468,-0.634143,-0.017599,-0.032421,-0.025719,-0.013634,-0.048656,-0.011983,-0.066356
1,-0.014545,-0.066134,16.000121,-0.588096,-0.017599,-0.037014,-0.030543,-0.018449,-0.051000,-0.015399,-0.099971
2,0.147175,9.763140,0.266030,0.790382,0.077370,0.594394,0.527268,0.044214,0.340292,0.016801,0.089595
3,-0.011172,-0.101362,0.145231,0.337996,-0.017599,-0.021940,-0.022576,-0.004050,-0.025179,-0.001325,0.017178
4,-0.009520,-0.100302,1.328704,-0.525726,-0.017599,-0.019182,-0.014490,0.007293,-0.011907,0.009376,-0.017123
5,-0.013124,-0.101073,-0.066743,1.134706,0.121832,-0.022095,-0.019501,-0.004976,-0.037210,-0.002436,0.002958
6,-0.014265,-0.100579,0.145805,-0.631576,-0.017599,-0.033043,-0.027546,-0.011380,-0.046588,-0.008115,-0.031888
7,0.760700,-0.090593,0.483307,0.756105,-0.017599,1.992558,1.272031,0.575024,3.712209,0.390649,0.614478
8,-0.012940,-0.101362,-0.264483,0.730276,-0.017599,-0.019267,-0.012715,0.013596,-0.046914,0.000345,31.737788
9,14.919969,2.519207,0.148362,0.019965,-0.017599,18.140534,18.459504,10.144777,31.003176,8.909203,0.421574
10,-0.012278,-0.101321,-0.200787,2.081224,-0.017599,-0.007192,-0.003862,-0.001328,-0.028464,-0.001415,0.011504
