0,-0.013435,-0.054616,-0.311464,-0.635885,-0.003055,-0.030178,-0.023743,-0.015815,-0.048362,-0.013599,-0.055142
1,0.040560,0.355471,3.193713,0.383306,0.006653,0.087961,0.087507,0.034391,0.065856,0.031201,0.029632
2,0.124224,0.872696,0.236111,1.040844,-0.017599,0.391937,0.233301,0.086829,1.663471,0.044352,0.196006
3,-0.011788,-0.091339,-0.047987,0.126609,-0.017599,-0.022024,-0.025686,-0.012203,-0.042330,-0.009242,-0.003457
4,-0.012856,-0.017381,0.533813,-0.609057,-0.006375,-0.026844,-0.022681,-0.010371,-0.037806,-0.007734,-0.023921
5,-0.013709,-0.061184,-0.060995,0.933590,0.028391,-0.027070,-0.024493,-0.010412,-0.046820,-0.007249,-0.019721
6,-0.013139,-0.039003,-0.011816,-0.634348,-0.002624,-0.027133,-0.019047,-0.002853,-0.045148,-0.001042,-0.073324
7,0.005162,0.496718,0.042675,1.816128,-0.001957,0.175012,0.115855,0.022437,0.011430,0.013119,0.169696
8,-0.012871,0.095487,-0.270897,2.304162,-0.003711,-0.015956,-0.004457,-0.001972,-0.032949,-0.001603,1.212304
9,2.670479,1.223438,0.434279,0.713387,-0.017599,4.028399,3.446946,2.280114,8.218058,1.870436,0.321794
10,-0.014235,0.025579,-0.245471,1.942301,-0.001895,-0.029486,-0.022906,-0.011556,-0.046866,-0.008699,-0.080748
