0,-0.013637,-0.101309,-0.333120,-0.634678,-0.013802,-0.031403,-0.024812,-0.014475,-0.048737,-0.012477,-0.063112
1,0.013155,0.061634,6.698138,-0.337413,-0.017599,0.002060,0.020075,0.028214,0.051718,0.026995,-0.043814
2,0.143801,6.237972,0.294767,0.805270,0.046229,0.576048,0.411666,0.093381,1.103276,0.038637,0.144345
3,-0.011919,-0.101362,0.080182,0.243041,-0.017599,-0.025008,-0.024669,-0.007711,-0.036128,-0.005115,-0.006191
4,-0.012898,-0.100811,0.710624,-0.595791,-0.017599,-0.027525,-0.022481,-0.003312,-0.036723,0.000107,-0.019576
5,-0.013112,-0.101362,-0.016914,1.044634,0.100620,-0.024260,-0.021585,-0.004212,-0.040759,-0.001528,-0.005920
6,-0.014335,-0.100651,0.005218,-0.632826,-0.016164,-0.033805,-0.028306,-0.009559,-0.048061,-0.007106,-0.056761
7,0.043096,-0.057254,0.406844,1.835444,-0.017599,0.577482,0.378720,0.118561,0.185706,0.084313,0.213186
8,0.001373,-0.101362,-0.170283,1.357368,0.088252,0.063704,0.048907,0.027735,0.004205,0.007169,9.736670
9,5.426490,2.041820,0.410902,0.399938,-0.017599,8.439879,7.435514,3.483122,12.758251,2.876916,0.381413
10,-0.013541,-0.101362,-0.212530,2.035550,-0.017599,-0.020764,-0.014335,-0.005112,-0.038724,-0.003501,-0.014286
